home_team_id,home_team_name,away_team_id,away_team_name,total_matches,home_goals,away_goals,total_goals,goal_difference,home_wins,away_wins,draws,avg_goals_per_match,tournament_id
T-22,Denmark,T-04,Australia,2,6,1,7,5,0.0,0.0,2.0,3.5,WC-1995
T-22,Denmark,T-04,Australia,2,6,1,7,5,0.0,0.0,2.0,3.5,WC-2018
T-22,Denmark,T-30,France,2,2,0,2,2,0.0,0.0,2.0,1.0,WC-2002
T-22,Denmark,T-30,France,2,2,0,2,2,0.0,0.0,2.0,1.0,WC-2018
T-22,Denmark,T-49,New Zealand,2,5,0,5,5,2.0,0.0,0.0,2.5,WC-1991
T-22,Denmark,T-49,New Zealand,2,5,0,5,5,2.0,0.0,0.0,2.5,WC-2007
T-28,England,T-03,Argentina,4,11,2,13,9,1.0,0.0,3.0,3.25,WC-1962
T-28,England,T-03,Argentina,4,11,2,13,9,1.0,0.0,3.0,3.25,WC-1966
T-28,England,T-03,Argentina,4,11,2,13,9,1.0,0.0,3.0,3.25,WC-2007
T-28,England,T-03,Argentina,4,11,2,13,9,1.0,0.0,3.0,3.25,WC-2019
T-28,England,T-06,Belgium,3,5,5,10,0,2.0,1.0,0.0,3.3333333333333335,WC-1954
T-28,England,T-06,Belgium,3,5,5,10,0,2.0,1.0,0.0,3.3333333333333335,WC-1990
T-28,England,T-06,Belgium,3,5,5,10,0,2.0,1.0,0.0,3.3333333333333335,WC-2018
T-28,England,T-12,Canada,2,5,3,8,2,2.0,0.0,0.0,4.0,WC-1995
T-28,England,T-12,Canada,2,5,3,8,2,2.0,0.0,0.0,4.0,WC-2015
T-28,England,T-21,Czechoslovakia,2,3,0,3,3,1.0,0.0,1.0,1.5,WC-1970
T-28,England,T-21,Czechoslovakia,2,3,0,3,3,1.0,0.0,1.0,1.5,WC-1982
T-28,England,T-30,France,4,7,4,11,3,1.0,0.0,3.0,2.75,WC-1966
T-28,England,T-30,France,4,7,4,11,3,1.0,0.0,3.0,2.75,WC-1982
T-28,England,T-30,France,4,7,4,11,3,1.0,0.0,3.0,2.75,WC-2011
T-28,England,T-30,France,4,7,4,11,3,1.0,0.0,3.0,2.75,WC-2022
T-28,England,T-46,Mexico,2,4,1,5,3,1.0,0.0,1.0,2.5,WC-1966
T-28,England,T-46,Mexico,2,4,1,5,3,1.0,0.0,1.0,2.5,WC-2015
T-28,England,T-55,Paraguay,2,4,0,4,4,1.0,1.0,0.0,2.0,WC-1986
T-28,England,T-55,Paraguay,2,4,0,4,4,1.0,1.0,0.0,2.0,WC-2006
T-28,England,T-58,Portugal,2,2,1,3,1,0.0,0.0,2.0,1.5,WC-1966
T-28,England,T-58,Portugal,2,2,1,3,1,0.0,0.0,2.0,1.5,WC-2006
T-28,England,T-74,Sweden,2,2,3,5,-1,0.0,0.0,2.0,2.5,WC-2002
T-28,England,T-74,Sweden,2,2,3,5,-1,0.0,0.0,2.0,2.5,WC-2019
T-28,England,T-83,United States,3,2,3,5,-1,3.0,0.0,0.0,1.6666666666666667,WC-2010
T-28,England,T-83,United States,3,2,3,5,-1,3.0,0.0,0.0,1.6666666666666667,WC-2019
T-28,England,T-83,United States,3,2,3,5,-1,3.0,0.0,0.0,1.6666666666666667,WC-2022
T-30,France,T-04,Australia,2,6,2,8,4,1.0,0.0,1.0,4.0,WC-2018
T-30,France,T-04,Australia,2,6,2,8,4,1.0,0.0,1.0,4.0,WC-2022
T-30,France,T-06,Belgium,2,4,1,5,3,2.0,0.0,0.0,2.5,WC-1938
T-30,France,T-06,Belgium,2,4,1,5,3,2.0,0.0,0.0,2.5,WC-2018
T-30,France,T-09,Brazil,2,3,2,5,1,2.0,0.0,0.0,2.5,WC-2003
T-30,France,T-09,Brazil,2,3,2,5,1,2.0,0.0,0.0,2.5,WC-2019
T-30,France,T-18,Croatia,2,6,3,9,3,0.0,1.0,1.0,4.5,WC-1998
T-30,France,T-18,Croatia,2,6,3,9,3,0.0,1.0,1.0,4.5,WC-2018
T-30,France,T-22,Denmark,2,4,2,6,2,1.0,0.0,1.0,3.0,WC-1998
T-30,France,T-22,Denmark,2,4,2,6,2,1.0,0.0,1.0,3.0,WC-2022
T-30,France,T-31,Germany,2,2,5,7,-3,1.0,1.0,0.0,3.5,WC-2011
T-30,France,T-31,Germany,2,2,5,7,-3,1.0,1.0,0.0,3.5,WC-2014
T-30,France,T-46,Mexico,4,8,6,14,2,2.0,1.0,1.0,3.5,WC-1930
T-30,France,T-46,Mexico,4,8,6,14,2,2.0,1.0,1.0,3.5,WC-1954
T-30,France,T-46,Mexico,4,8,6,14,2,2.0,1.0,1.0,3.5,WC-1966
T-30,France,T-46,Mexico,4,8,6,14,2,2.0,1.0,1.0,3.5,WC-2010
T-30,France,T-52,Northern Ireland,2,8,1,9,7,1.0,1.0,0.0,4.5,WC-1958
T-30,France,T-52,Northern Ireland,2,8,1,9,7,1.0,1.0,0.0,4.5,WC-1982
T-30,France,T-55,Paraguay,2,8,3,11,5,1.0,1.0,0.0,5.5,WC-1958
T-30,France,T-55,Paraguay,2,8,3,11,5,1.0,1.0,0.0,5.5,WC-1998
T-30,France,T-70,South Africa,2,4,2,6,2,2.0,0.0,0.0,3.0,WC-1998
T-30,France,T-70,South Africa,2,4,2,6,2,2.0,0.0,0.0,3.0,WC-2010
T-30,France,T-71,South Korea,4,9,1,10,8,1.0,0.0,3.0,2.5,WC-2003
T-30,France,T-71,South Korea,4,9,1,10,8,1.0,0.0,3.0,2.5,WC-2006
T-30,France,T-71,South Korea,4,9,1,10,8,1.0,0.0,3.0,2.5,WC-2015
T-30,France,T-71,South Korea,4,9,1,10,8,1.0,0.0,3.0,2.5,WC-2019
T-30,France,T-83,United States,2,2,5,7,-3,0.0,1.0,1.0,3.5,WC-2011
T-30,France,T-83,United States,2,2,5,7,-3,0.0,1.0,1.0,3.5,WC-2019
T-30,France,T-86,West Germany,2,6,5,11,1,0.0,0.0,2.0,5.5,WC-1958
T-30,France,T-86,West Germany,2,6,5,11,1,0.0,0.0,2.0,5.5,WC-1986
T-31,Germany,T-03,Argentina,3,13,1,14,12,0.0,0.0,3.0,4.666666666666667,WC-2006
T-31,Germany,T-03,Argentina,3,13,1,14,12,0.0,0.0,3.0,4.666666666666667,WC-2007
T-31,Germany,T-03,Argentina,3,13,1,14,12,0.0,0.0,3.0,4.666666666666667,WC-2014
T-31,Germany,T-06,Belgium,2,8,4,12,4,0.0,1.0,1.0,6.0,WC-1934
T-31,Germany,T-06,Belgium,2,8,4,12,4,0.0,1.0,1.0,6.0,WC-1994
T-31,Germany,T-09,Brazil,3,5,5,10,0,1.0,0.0,2.0,3.3333333333333335,WC-1999
T-31,Germany,T-09,Brazil,3,5,5,10,0,1.0,0.0,2.0,3.3333333333333335,WC-2002
T-31,Germany,T-09,Brazil,3,5,5,10,0,1.0,0.0,2.0,3.3333333333333335,WC-2007
T-31,Germany,T-12,Canada,2,6,2,8,4,0.0,1.0,1.0,4.0,WC-2003
T-31,Germany,T-12,Canada,2,6,2,8,4,0.0,1.0,1.0,4.0,WC-2011
T-31,Germany,T-14,China,2,2,0,2,2,2.0,1.0,-1.0,1.0,WC-1995
T-31,Germany,T-14,China,2,2,0,2,2,2.0,1.0,-1.0,1.0,WC-2019
T-31,Germany,T-28,England,3,7,2,9,5,1.0,0.0,2.0,3.0,WC-1995
T-31,Germany,T-28,England,3,7,2,9,5,1.0,0.0,2.0,3.0,WC-2010
T-31,Germany,T-28,England,3,7,2,9,5,1.0,0.0,2.0,3.0,WC-2015
T-31,Germany,T-41,Italy,2,1,3,4,-2,0.0,1.0,1.0,2.0,WC-1999
T-31,Germany,T-41,Italy,2,1,3,4,-2,0.0,1.0,1.0,2.0,WC-2006
T-31,Germany,T-44,Japan,5,7,3,10,4,1.0,0.0,4.0,2.0,WC-1995
T-31,Germany,T-44,Japan,5,7,3,10,4,1.0,0.0,4.0,2.0,WC-2003
T-31,Germany,T-44,Japan,5,7,3,10,4,1.0,0.0,4.0,2.0,WC-2007
T-31,Germany,T-44,Japan,5,7,3,10,4,1.0,0.0,4.0,2.0,WC-2011
T-31,Germany,T-44,Japan,5,7,3,10,4,1.0,0.0,4.0,2.0,WC-2022
T-31,Germany,T-46,Mexico,3,8,2,10,6,1.0,0.0,2.0,3.3333333333333335,WC-1998
T-31,Germany,T-46,Mexico,3,8,2,10,6,1.0,0.0,2.0,3.3333333333333335,WC-1999
T-31,Germany,T-46,Mexico,3,8,2,10,6,1.0,0.0,2.0,3.3333333333333335,WC-2018
T-31,Germany,T-50,Nigeria,3,8,0,8,8,1.0,1.0,1.0,2.6666666666666665,WC-1991
T-31,Germany,T-50,Nigeria,3,8,0,8,8,1.0,1.0,1.0,2.6666666666666665,WC-2011
T-31,Germany,T-50,Nigeria,3,8,0,8,8,1.0,1.0,1.0,2.6666666666666665,WC-2019
T-31,Germany,T-53,Norway,3,4,3,7,1,0.0,0.0,3.0,2.3333333333333335,WC-1995
T-31,Germany,T-53,Norway,3,4,3,7,1,0.0,0.0,3.0,2.3333333333333335,WC-2007
T-31,Germany,T-53,Norway,3,4,3,7,1,0.0,0.0,3.0,2.3333333333333335,WC-2015
T-31,Germany,T-58,Portugal,2,7,1,8,6,1.0,2.0,-1.0,4.0,WC-2006
T-31,Germany,T-58,Portugal,2,7,1,8,6,1.0,2.0,-1.0,4.0,WC-2014
T-31,Germany,T-71,South Korea,2,4,2,6,2,1.0,2.0,-1.0,3.0,WC-1994
T-31,Germany,T-71,South Korea,2,4,2,6,2,1.0,2.0,-1.0,3.0,WC-2002
T-31,Germany,T-73,Spain,3,2,2,4,0,1.0,0.0,2.0,1.3333333333333333,WC-1994
T-31,Germany,T-73,Spain,3,2,2,4,0,1.0,0.0,2.0,1.3333333333333333,WC-2010
T-31,Germany,T-73,Spain,3,2,2,4,0,1.0,0.0,2.0,1.3333333333333333,WC-2019
T-31,Germany,T-74,Sweden,6,13,6,19,7,0.0,0.0,6.0,3.1666666666666665,WC-1934
T-31,Germany,T-74,Sweden,6,13,6,19,7,0.0,0.0,6.0,3.1666666666666665,WC-2003
T-31,Germany,T-74,Sweden,6,13,6,19,7,0.0,0.0,6.0,3.1666666666666665,WC-2006
T-31,Germany,T-74,Sweden,6,13,6,19,7,0.0,0.0,6.0,3.1666666666666665,WC-2015
T-31,Germany,T-74,Sweden,6,13,6,19,7,0.0,0.0,6.0,3.1666666666666665,WC-2018
T-31,Germany,T-74,Sweden,6,13,6,19,7,0.0,0.0,6.0,3.1666666666666665,WC-2019
T-31,Germany,T-83,United States,3,5,5,10,0,0.0,0.0,3.0,3.3333333333333335,WC-1991
T-31,Germany,T-83,United States,3,5,5,10,0,0.0,0.0,3.0,3.3333333333333335,WC-1998
T-31,Germany,T-83,United States,3,5,5,10,0,0.0,0.0,3.0,3.3333333333333335,WC-2002
T-32,Ghana,T-04,Australia,3,4,6,10,-2,1.0,0.0,2.0,3.3333333333333335,WC-2003
T-32,Ghana,T-04,Australia,3,4,6,10,-2,1.0,0.0,2.0,3.3333333333333335,WC-2007
T-32,Ghana,T-04,Australia,3,4,6,10,-2,1.0,0.0,2.0,3.3333333333333335,WC-2010
T-32,Ghana,T-83,United States,2,3,3,6,0,1.0,0.0,1.0,3.0,WC-2006
T-32,Ghana,T-83,United States,2,3,3,6,0,1.0,0.0,1.0,3.0,WC-2014
T-33,Greece,T-50,Nigeria,2,2,3,5,-1,1.0,0.0,1.0,2.5,WC-1994
T-33,Greece,T-50,Nigeria,2,2,3,5,-1,1.0,0.0,1.0,2.5,WC-2010
T-36,Hungary,T-09,Brazil,2,7,3,10,4,0.0,2.0,0.0,5.0,WC-1954
T-36,Hungary,T-09,Brazil,2,7,3,10,4,0.0,2.0,0.0,5.0,WC-1966
T-36,Hungary,T-10,Bulgaria,2,9,2,11,7,2.0,0.0,0.0,5.5,WC-1962
T-36,Hungary,T-10,Bulgaria,2,9,2,11,7,2.0,0.0,0.0,5.5,WC-1966
T-41,Italy,T-03,Argentina,2,3,2,5,1,1.0,0.0,1.0,2.5,WC-1982
T-41,Italy,T-03,Argentina,2,3,2,5,1,1.0,0.0,1.0,2.5,WC-1986
T-41,Italy,T-05,Austria,4,5,1,6,4,0.0,1.0,3.0,1.5,WC-1934
T-41,Italy,T-05,Austria,4,5,1,6,4,0.0,1.0,3.0,1.5,WC-1978
T-41,Italy,T-05,Austria,4,5,1,6,4,0.0,1.0,3.0,1.5,WC-1990
T-41,Italy,T-05,Austria,4,5,1,6,4,0.0,1.0,3.0,1.5,WC-1998
T-41,Italy,T-09,Brazil,3,5,4,9,1,1.0,0.0,2.0,3.0,WC-1938
T-41,Italy,T-09,Brazil,3,5,4,9,1,1.0,0.0,2.0,3.0,WC-1982
T-41,Italy,T-09,Brazil,3,5,4,9,1,1.0,0.0,2.0,3.0,WC-2019
T-41,Italy,T-11,Cameroon,2,4,1,5,3,1.0,0.0,1.0,2.5,WC-1982
T-41,Italy,T-11,Cameroon,2,4,1,5,3,1.0,0.0,1.0,2.5,WC-1998
T-41,Italy,T-13,Chile,2,4,2,6,2,0.0,0.0,2.0,3.0,WC-1966
T-41,Italy,T-13,Chile,2,4,2,6,2,0.0,0.0,2.0,3.0,WC-1998
T-41,Italy,T-21,Czechoslovakia,2,4,1,5,3,1.0,0.0,1.0,2.5,WC-1934
T-41,Italy,T-21,Czechoslovakia,2,4,1,5,3,1.0,0.0,1.0,2.5,WC-1990
T-41,Italy,T-30,France,5,6,5,11,1,1.0,0.0,4.0,2.2,WC-1938
T-41,Italy,T-30,France,5,6,5,11,1,1.0,0.0,4.0,2.2,WC-1978
T-41,Italy,T-30,France,5,6,5,11,1,1.0,0.0,4.0,2.2,WC-1986
T-41,Italy,T-30,France,5,6,5,11,1,1.0,0.0,4.0,2.2,WC-1998
T-41,Italy,T-30,France,5,6,5,11,1,1.0,0.0,4.0,2.2,WC-2006
T-41,Italy,T-36,Hungary,2,7,3,10,4,1.0,2.0,-1.0,5.0,WC-1938
T-41,Italy,T-36,Hungary,2,7,3,10,4,1.0,2.0,-1.0,5.0,WC-1978
T-41,Italy,T-46,Mexico,2,5,2,7,3,0.0,1.0,1.0,3.5,WC-1970
T-41,Italy,T-46,Mexico,2,5,2,7,3,0.0,1.0,1.0,3.5,WC-1994
T-41,Italy,T-48,Netherlands,2,1,4,5,-3,0.0,0.0,2.0,2.5,WC-1978
T-41,Italy,T-48,Netherlands,2,1,4,5,-3,0.0,0.0,2.0,2.5,WC-2019
T-41,Italy,T-53,Norway,3,4,1,5,3,0.0,0.0,3.0,1.6666666666666667,WC-1938
T-41,Italy,T-53,Norway,3,4,1,5,3,0.0,0.0,3.0,1.6666666666666667,WC-1994
T-41,Italy,T-53,Norway,3,4,1,5,3,0.0,0.0,3.0,1.6666666666666667,WC-1998
T-41,Italy,T-55,Paraguay,2,3,1,4,2,0.0,1.0,1.0,2.0,WC-1950
T-41,Italy,T-55,Paraguay,2,3,1,4,2,0.0,1.0,1.0,2.0,WC-2010
T-41,Italy,T-73,Spain,3,4,2,6,2,0.0,0.0,3.0,2.0,WC-1934
T-41,Italy,T-73,Spain,3,4,2,6,2,0.0,0.0,3.0,2.0,WC-1994
T-41,Italy,T-83,United States,3,9,2,11,7,1.0,0.0,2.0,3.6666666666666665,WC-1934
T-41,Italy,T-83,United States,3,9,2,11,7,1.0,0.0,2.0,3.6666666666666665,WC-1990
T-41,Italy,T-83,United States,3,9,2,11,7,1.0,0.0,2.0,3.6666666666666665,WC-2006
T-41,Italy,T-84,Uruguay,2,2,1,3,1,1.0,0.0,1.0,1.5,WC-1990
T-41,Italy,T-84,Uruguay,2,2,1,3,1,1.0,0.0,1.0,1.5,WC-2014
T-41,Italy,T-86,West Germany,3,7,4,11,3,0.0,1.0,2.0,3.6666666666666665,WC-1970
T-41,Italy,T-86,West Germany,3,7,4,11,3,0.0,1.0,2.0,3.6666666666666665,WC-1978
T-41,Italy,T-86,West Germany,3,7,4,11,3,0.0,1.0,2.0,3.6666666666666665,WC-1982
T-44,Japan,T-09,Brazil,2,1,5,6,-4,1.0,2.0,-1.0,3.0,WC-1991
T-44,Japan,T-09,Brazil,2,1,5,6,-4,1.0,2.0,-1.0,3.0,WC-2006
T-44,Japan,T-11,Cameroon,2,3,1,4,2,1.0,1.0,0.0,2.0,WC-2010
T-44,Japan,T-11,Cameroon,2,3,1,4,2,1.0,1.0,0.0,2.0,WC-2015
T-44,Japan,T-18,Croatia,3,1,2,3,-1,1.0,0.0,2.0,1.0,WC-1998
T-44,Japan,T-18,Croatia,3,1,2,3,-1,1.0,0.0,2.0,1.0,WC-2006
T-44,Japan,T-18,Croatia,3,1,2,3,-1,1.0,0.0,2.0,1.0,WC-2022
T-44,Japan,T-28,England,3,4,5,9,-1,0.0,2.0,1.0,3.0,WC-2007
T-44,Japan,T-28,England,3,4,5,9,-1,0.0,2.0,1.0,3.0,WC-2015
T-44,Japan,T-28,England,3,4,5,9,-1,0.0,2.0,1.0,3.0,WC-2019
T-44,Japan,T-62,Russia,2,1,5,6,-4,0.0,1.0,1.0,3.0,WC-1999
T-44,Japan,T-62,Russia,2,1,5,6,-4,0.0,1.0,1.0,3.0,WC-2002
T-44,Japan,T-74,Sweden,2,3,9,12,-6,1.0,1.0,0.0,6.0,WC-1991
T-44,Japan,T-74,Sweden,2,3,9,12,-6,1.0,1.0,0.0,6.0,WC-2011
T-44,Japan,T-83,United States,3,2,9,11,-7,1.0,0.0,2.0,3.6666666666666665,WC-1991
T-44,Japan,T-83,United States,3,2,9,11,-7,1.0,0.0,2.0,3.6666666666666665,WC-1995
T-44,Japan,T-83,United States,3,2,9,11,-7,1.0,0.0,2.0,3.6666666666666665,WC-2011
T-46,Mexico,T-10,Bulgaria,2,3,1,4,2,0.0,0.0,2.0,2.0,WC-1986
T-46,Mexico,T-10,Bulgaria,2,3,1,4,2,0.0,0.0,2.0,2.0,WC-1994
T-46,Mexico,T-41,Italy,2,1,3,4,-2,1.0,2.0,-1.0,2.0,WC-1999
T-46,Mexico,T-41,Italy,2,1,3,4,-2,1.0,2.0,-1.0,2.0,WC-2002
T-46,Mexico,T-84,Uruguay,2,0,1,1,-1,0.0,1.0,1.0,0.5,WC-1966
T-46,Mexico,T-84,Uruguay,2,0,1,1,-1,0.0,1.0,1.0,0.5,WC-2010
T-48,Netherlands,T-03,Argentina,5,8,3,11,5,1.0,0.0,4.0,2.2,WC-1974
T-48,Netherlands,T-03,Argentina,5,8,3,11,5,1.0,0.0,4.0,2.2,WC-1998
